이름,평점,리뷰수,주소,전화번호,메뉴
빽다방 하계을지병원점,3.5,5,"서울 노원구 공릉로 326 1층
(지번) 하계동 179-25",02-922-3100,"앗!메리카노(ICED) (2,000원), 앗!메리카노(HOT) (1,500원), 빽‘s카페라떼(HOT) (3,000원), 빽‘s카페라떼(ICED) (3,000원)"
신설국,2.8,19,"서울 노원구 노원로 257 인정빌딩 2층 201호
(지번) 하계동 251-4",02-978-7900,"연어5p (10,000원), 회덮밥 (15,000원), 광어초밥11p (20,000원), 사시미 中 (40,000원), 생대구지리 (17,000원), 생대구탕 (17,000원), 알탕 (12,000원), 모듬스시11p (20,000원), 스페셜스시12p (25,000원), 연어11p (20,000원), 사시미 小 (20,000원), 사시미 大 (60,000원), 튀김 小 야채3ea＋새우2ea (5,000원), 튀김 中 야채9ea＋새우6ea (15,000원), 튀김 大 야채12ea＋새우8ea (20,000원), 수제고로케 2ea (3,000원), 사이다 (2,000원), 콜라 (2,000원), 트레비 (2,000원)"
참누렁소,2.4,21,"서울 노원구 공릉로63길 13 1층
(지번) 하계동 276-6",02-979-6400,"생갈비 (1대) (170g) (65,000원), 살치살 (150g) (53,000원), 안창살 (150g) (53,000원), 꽃등심 (150g) (42,000원), 생등심 (150g) (33,000원)"
미랑샤브,3.9,120,"서울 노원구 동일로192길 37 2층
(지번) 공릉동 388-4",070-7776-4242,"소고기+셀프바 무한리필 (1인기준 120분) (평일점심) (17,900원), 소고기+셀프바 무한리필 (1인기준 120분) (저녁) (19,900원), 셀프바 무한리필 (1인기준 100분) (평일점심) (13,900원), 셀프바 무한리필 (1인기준 100분) (저녁) (16,900원)"
새참집 공릉점,5.0,131,"서울 노원구 공릉로46길 9
(지번) 공릉동 422-2",,"순살닭볶음탕 (15,900원), 동골뱅이홍합탕 (15,900원), 차돌순두부찌개 (12,900원), 불향제육볶음 (12,900원), 차돌숙주볶음 (12,900원), 국물떡볶이 (11,900원), 날치알대왕계란말이 (8,900원), 매콤윙 (10,900원), 모듬튀김(야채,김말이,만두) (10,900원), 통살새우볼 (9,900원), 갈릭감자튀김 (8,900원), 고추소세지 (7,900원), 꼬마만두튀김 (5,900원), 쫄깃쫄깃노가리 (12,900원), 빠삭빠삭먹태 (12,900원), 만두계란탕 (10,900원), 전지두부김치 (12,900원), 멸치잔치국수 (6,900원), 마요라면땅땅이 (3,000원), 차돌김치덮밥 (7,900원), 해장라면 (4,900원), 차돌치즈짜파게티 (7,900원), 날치알주먹밥,볶음밥 (3,900원), 한돈김치찌개 (13,900원), 차돌된장찌개 (11,900원), 32cm김치부추전 (12,900원), 양념소떡 (9,900원), 골뱅이비빔국수 (15,900원)"
스타벅스 노원상계점,3.4,40,"서울 노원구 동일로215길 2
(지번) 상계동 730-4",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
투썸플레이스 수락산역점,3.6,11,"서울 노원구 동일로243길 13 1층
(지번) 상계동 1132-63",02-936-2241,"치킨 시저 샐러드 (가격정보 없음), 에그 샐러드번 (가격정보 없음), 뉴욕 치즈 케이크 (가격정보 없음), 레드벨벳 (가격정보 없음), 마스카포네 티라미수 (가격정보 없음), 스트로베리 초콜릿 생크림 (가격정보 없음), 스페니쉬 연유 라떼 (가격정보 없음), 허니 레몬티 (가격정보 없음), 롱블랙 (가격정보 없음), 스트로베리 피치 프라페 (가격정보 없음)"
브라운돈까스 노원역점,3.7,259,"서울 노원구 상계로 70 화랑빌딩 2층
(지번) 상계동 598-2",02-951-2366,"[요기요주문수 1위] 제주등심돈까스 (11,000원), [1일70개 한정]홍수치즈돈까스 (13,500원), 정식A （제주등심＋제주등심） (13,900원), [매장주문 1위] 정식B（제주등심＋홍수치즈） (16,500원), 정식C (16,500원), 특식 (16,900원), 매운돈까스 (11,500원), 까르보나라돈까스 (11,900원), 콤보돈까스 (12,500원), 데리돈까스 (12,500원), 카레돈까스 (12,500원), 허니버터눈꽃치즈돈까스 (13,500원), 브라운함박스테이크 (13,500원), 까르보함박스테이크 (13,900원), 카레추가 (3,500원), 공기밥 (1,000원), 빵추가 (500원), 스프추가 (1,000원), 매운돈까스소스 추가 (1,000원), 까르보나라소스 추가 (1,500원), 콜라 (2,000원), 사이다 (2,000원), 환타 (2,000원)"
용문각,4.9,18,"서울 노원구 동일로 1106 1층
(지번) 공릉동 362-1",02-977-1277,"삼선짬뽕 (13,000원), 탕볶밥 (12,000원), 깐풍육 (25,000원), 짜장면 (8,000원), 짬뽕 (9,000원), 간짜장 (9,000원), 쟁반짜장 (10,000원), 볶음밥 (9,500원), 짬짜면 (10,000원), 볶짜면 (11,000원), 탕짜면 (12,000원), 세트（탕수육＋짜장2＋군만두4pc） (26,000원), 해차뽕면 (14,000원), 해차뽕밥 (15,000원), 파차뽕면 (14,000원), 파차뽕밥 (15,000원), 탕수육＋해차뽕1＋군만두4pc (26,000원), 탕수육＋파차뽕＋군만두4pc (26,000원), 우동 (9,000원), 울면 (9,000원), 볶음짬뽕 (10,000원), 육슬짬뽕 (11,000원), 삼선간짜장 (12,000원), 삼선우동 (13,000원), 삼선울면 (13,000원), 삼선고추짬뽕 (13,000원), 사천짜장 (12,000원), 유니짜장 (11,000원), 물만두 (6,000원), 군만두 (6,000원)"
버거킹 하계점,2.6,6,"서울 노원구 노원로 236 1층
(지번) 하계동 256-8",070-7462-8665,"블랙 바비큐 와퍼 (가격정보 없음), 블랙 바비큐 콰트로 치즈와퍼 (가격정보 없음), 불맛 더블치즈앤베이컨 버거 (가격정보 없음), 통새우 와퍼 (가격정보 없음), 몬스터 와퍼 (가격정보 없음), 두툼 버거 (가격정보 없음), 오리지널스 화이트 페타 (가격정보 없음), 스파이시 풀드비프 와퍼 (가격정보 없음), 풀드비프 와퍼 (가격정보 없음), 갈릭불고기 와퍼 (가격정보 없음), 불고기 와퍼 (가격정보 없음), 비프&슈림프버거 (가격정보 없음), 와퍼 (가격정보 없음), 치즈와퍼 (가격정보 없음), 치킨킹BLT (가격정보 없음), 콰트로치즈와퍼 (가격정보 없음), 통새우슈림프버거 (가격정보 없음)"
샤브로21 공릉,3.7,118,"서울 노원구 동일로178길 8
(지번) 공릉동 596-1",,"샤브로21 샤브샤브 (7,500원), 얼큰샤브샤브 (8,500원), 포 샤브샤브 (8,500원), 미소 샤브샤브 (8,500원), 마라샤브샤브 (8,800원), 스키야키 (8,500원), 규동 (6,500원), 부타동 (6,500원), 카라이 규동 (6,800원), 반반샤브샤브 (9,000원)"
장천,3.8,113,"서울 노원구 동일로217가길 11 2층 202호
(지번) 상계동 733-2",02-938-8079,"짜장면 (7,000원), 쟁반짜장 (2인) (22,000원), 짬뽕 (9,000원), 차돌박이불짬뽕 (12,000원), 백짬뽕 (13,000원), 사천볶음밥 (11,000원), 탕수육 (소) (21,000원), 찹쌀탕수육 (소) (23,000원), 양장피 (소) (28,000원), 유산슬 (소) (31,000원), 해물누룽지탕 (소) (33,000원), 팔보채 (소) (31,000원), 유린기 (소) (29,000원), 오향장육 (소) (31,000원), 짬뽕탕 (소) (18,000원), 군만두 (6,000원)"
육공판 공릉점,3.8,21,"서울 노원구 공릉로 105-1
(지번) 공릉동 633-4",02-971-6092,"냉면 (8,000원), 김치찌개 (9,000원), 대패삼겹 많이 도시락 (16,000원), 제육볶음 많이 도시락 (16,000원), 제육덮밥 (10,000원), 한우육회비빔밥 (11,000원), 왕만두 (8,000원), 차돌된장찌개 (9,000원), 청국장찌개 (9,000원), 매콤쭈꾸미덮밥 (10,000원), 한우얼큰소고기국밥 (11,000원), 한우육회 (23,000원), 제육볶음 세트 (25,000원), 셀프날치알주먹밥 (4,000원), 계란찜 (3,000원), 계란후라이 3개 (2,000원), 계란후라이 공기밥 (1,500원), 공기밥 (1,000원), 코카콜라 500mL (2,000원), 스프라이트 500mL (2,000원)"
공덕관,2.6,30,"서울 노원구 동일로192길 38 1,2층
(지번) 공릉동 393-15",02-974-9090,"짜장면 (7,000원), 간짜장 (8,000원), 짬뽕 (8,000원), 우동 (8,500원), 쟁반짜장 (9,000원), 볶음짬뽕 (9,000원), 차돌짬뽕 (13,000원), 통문어짬뽕 (14,000원), 볶음밥 (8,500원), 탕＋짜장2 (24,000원), 탕＋짜＋짬 (25,000원), 탕수육 (20,000원), 양장피 (27,000원), B코스 (40,000원), 유니짜장 (9,500원), 삼선짜장 (9,500원), 여수홍합짬뽕 (9,500원), 삼선짬뽕 (11,000원), 삼선우동 (11,000원), 짜장밥 (8,500원), 짬뽕밥 (8,500원), 잡채밥 (8,500원), 송이덮밥 (9,500원), 마파덮밥 (9,500원), 고추덮밥 (9,500원), 새우볶음밥 (10,000원), 삼선볶음밥 (10,000원), 삼선짬뽕밥 (11,500원), 사천식회과육덮밥 (11,500원), 유산슬밥 (14,000원)"
미식성,3.8,17,"서울 노원구 광운로 9 1층
(지번) 월계동 469-16",02-915-6020,"짜장면 (7,000원), 짬뽕 (8,000원), 간짜장 (8,000원), 볶음밥 (8,000원), 마파두부밥 (10,000원), 탕짜면 (10,000원), 탕수육 中 (22,000원), 1세트（탕수육＋짜장1） (18,000원), 2세트（탕수육＋짜장2） (23,000원), 4세트（탕수육＋짜장1＋짬뽕1） (24,000원), 우동 (8,000원), 울면 (9,000원), 쟁반짜장 (9,000원), 유니짜장 (11,000원), 유슬짜장 (11,000원), 사천짜장 (11,000원), 삼선짜장 (11,000원), 볶음짬뽕 (10,000원), 삼선짬뽕 (13,000원), 고추짬뽕 (13,000원), 북경짬뽕 (13,000원), 삼선우동 (13,000원), 삼선울면 (13,000원), 기스면 (11,000원), 특면 (11,000원), 삼선낙지짬뽕 (15,000원), 차돌짬뽕 (13,000원), 짬뽕국물 (2,000원), 짬뽕밥 (8,000원), 짜장밥 (8,000원)"
비기닝브레드,4.8,422,"서울 노원구 동일로193길 14 1층
(지번) 공릉동 379-23",070-4334-5220,"아메리카노 (3,500원), 소금빵 (2,500원)"
우리수산,4.5,1,"서울 노원구 덕릉로 818 101호
(지번) 상계동 76-1",,"광어 (23,000원), 우럭 (23,000원), 도다리세꼬시 (50,000원), 멍게 (14,000원), 개불 (20,000원), 광어＋우럭 (38,000원), 모듬회 3종 (38,000원), 1인회 (23,000원), 낙지 (20,000원), 소라찜 (20,000원), 해초쌈 (7,000원), 도다리회 (50,000원), 전복 (20,000원), 매운탕 (7,000원), 새우튀김（10미） (13,000원), 회덮밥 (12,000원), 알밥 (10,000원)"
석천숯불갈비,4.1,45,"서울 노원구 동일로 1001
(지번) 공릉동 615-22",02-976-0258,"이동갈비 (39,000원), 소갈비살 (20,000원), 한방돼지갈비 (18,000원), 생삼겹살 (16,000원), 육회 (200g) (20,000원), 고추장육회 (21,000원), 불만난육회 (타다끼) (21,000원), 육회비빔밥 (10,000원), 불만난육회비빔밥 (10,000원), 영양갈비탕 (8,000원), 비빔밥 (8,000원), 육회냉면 (10,000원), 냉면 (7,000원)"
24시전주명가 콩나물국밥,4.4,5,"서울 노원구 동일로 1619
(지번) 상계동 1028-4",02-932-2077,"콩나물국밥 (4,900원), 김치콩나물국밥 (5,900원), 어린이떡갈비 (8,000원), 부추야채전 (9,000원), 족발부추무침 (14,000원), 오징어한마리 (12,000원), 만두 (4,000원), 갈비만두 (5,000원), 왕만두 (6,000원)"
아늑한주방 공릉점,3.9,28,"서울 노원구 섬밭로 88 1층
(지번) 공릉동 404-8",02-977-8100,아늑한주방메뉴 (변동가격)
페페그라노,4.0,319,"서울 노원구 공릉로32길 5 1층
(지번) 공릉동 333-16",0507-1308-0570,"페페그라노 시그니쳐 (14,500원), 알리오올리오 (12,500원), 라자냐 (14,500원), 까르보나라 (12,500원), 연어 스테이크 (200g) (28,500원)"
삼삼뼈국 화랑대역점,3.7,62,"서울 노원구 노원로1길 75 지하1층, 1층
(지번) 공릉동 240-250",02-6954-1221,"토마토 바질 뼈찜(1인) (점심) (13,000원), 맑은 뼈국 (10,000원), 얼큰 뼈국 (10,500원), 해장 뼈국 (11,000원), 맑은 뼈칼국수 (11,000원), 얼큰 뼈칼국수 (11,500원), 해장 뼈칼국수 (12,000원), 맑은 미나리 감자탕(소) (30,000원), 얼큰 미나리 감자탕(소) (31,000원), 해장 감자탕(소) (32,000원), 토마토 바질 뼈찜(중) (38,000원)"
카페포레스트,4.6,140,"서울 노원구 한글비석로12길 51-49
(지번) 중계동 산 101",02-2116-0598,"에스프레소 (3,000원), 아메리카노 (3,000원), 카페라떼 (3,500원), 말차라떼 (4,000원), 착즙레몬에이드 (4,500원)"
마스트리스보트,4.7,135,"서울 노원구 섬밭로 16 2층 201호
(지번) 공릉동 609-9",0503-7150-7149,"티라미수 (6,000원), 쑥티라미수 (6,500원), 고메버터 플레인스콘 (4,200원), 애플시나몬스콘(고메버터) (4,900원), 라즈베리 스콘(고메버터) (4,900원), 트리플초코칩호두쿠키 (4,500원), 카페라떼 (5,000원), 필터커피 (변동가격), 로투스 티라미수 (6,800원), 생 자몽에이드 (6,500원), 아메리카노 (4,500원), 바닐라빈라떼 (5,500원), Real 초콜릿 (5,500원), 말차밀크 (5,500원), 리얼자두스무디 (6,500원), 레몬에이드 (6,000원), 파인망고스무디 (6,500원), signature보트 크림라떼 (6,000원), signature보트 크림아메리카노 (5,500원), 바스크치즈케이크 (6,300원)"
찬이네곱창,4.6,41,"서울 노원구 공릉로51길 7 1층
(지번) 공릉동 440-11",02-974-3121,"야채곱창 (12,000원), 알곱창 (13,000원), 치즈곱창 (14,000원), 양념막창 (16,000원), 소금막창 (16,000원)"
영양센타 노원점,3.5,37,"서울 노원구 동일로217가길 31 1층
(지번) 상계동 735-4",02-937-6038,"영양삼계탕 (16,000원), 추억의 전기구이 (16,500원), 깍두기포장 350g (2,500원), 치킨무포장 350g (2,500원), 양파짱아찌 300g (2,500원), 닭개장 (8,000원), 마늘삼계탕 (17,000원), 들깨삼계탕 (17,000원), 흑임자삼계탕 (17,000원), 홍삼삼계탕 (17,000원), 전복삼계탕 (21,000원), 1/2 전기구이 통닭 (8,500원), 순두부닭개장 (8,500원), 인삼주 도쿠리 (5,000원)"
화로상회 상계역점,3.7,55,"서울 노원구 한글비석로 384 대호프라자 113~120호
(지번) 중계동 591",02-937-2292,"어린 아이(4세~6세) (7,900원), 아이(7세~12세) (14,500원), 어른 1인 기준 (19,500원), 물냉면 (6,000원), 비빔냉면 (6,000원), 통감자 된장찌개 (5,000원)"
뭉탱이공릉숯불생고기,4.5,20,"서울 노원구 공릉로 189-1 1층
(지번) 공릉동 441-98",02-977-7888,"소모듬구이 (1인분) (23,000원), 생삼겹살 (170g) (15,000원), 목살 (15,000원), 갈매기살 (15,000원), 진갈비살 (150g) (26,000원)"
여우곱창,4.4,13,"서울 노원구 광운로 68 1층
(지번) 월계동 379-43",02-919-3339,"세트(A)(2인분) (31,000원), 세트(A)(3인분) (42,000원), 세트(A)(4인분) (53,000원), 세트(B)(2인분) (32,000원), 세트(B)(3인분) (44,000원), 세트(B)(4인분) (56,000원), 세트(C)(2인분) (33,000원), 세트(C)(3인분) (45,000원), 세트(C)(4인분) (57,000원), 오돌세트(2인분) (31,000원), 오돌세트(3인분) (42,000원), 야채곱창 (11,000원), 치즈곱창 (13,000원), 순대볶음 (11,000원), 막창구이 (12,000원), 막창양념 (12,000원), 오돌뼈 (11,000원), 불닭발 (13,000원), 오뎅탕 (12,000원), 번데기탕 (5,000원)"
춘천골닭갈비,3.8,59,"서울 노원구 상계로 90 1층
(지번) 상계동 341-7",02-932-8939,"뼈없는 닭갈비 (1인) (14,000원), 야채곱창 (1인) (8,000원), 순대곱창 (1인) (9,000원), 고기 만두 (5,000원), 가쓰오 우동 (4,000원)"
생선까시,2.6,35,"서울 노원구 동일로191가길 22 1층
(지번) 공릉동 379-25",02-977-9293,"고등어구이 (9,000원), 삼치구이 (10,000원), 갈치구이 (12,000원), 대구탕 (9,000원), 아구탕 (10,000원)"
다미참치,3.0,30,"서울 노원구 동일로218길 17 2층
(지번) 상계동 726",02-931-5509,"혼술혼밥세트（참다랑어뱃살4점＋혼마구로적신8점＋눈다랑어뱃살 4점＋메카 4점＋초밥2p＋고로케1p） (32,000원), 프리미엄혼술세트 (46,000원), 특선스페셜세트（주도로 3점＋혼마구로뱃살3점＋혼마구로적신8점＋수입도로4점＋눈다랑어뱃살8점＋등외도로4점＋고로케1p） (42,000원), 실장스페셜세트（배꼽2점＋오도로 5점＋주도로5점＋혼마구로 적신8점＋등외도로4점＋혼마구로 등살4점＋수입도로 4점＋눈다랑어뱃살） (59,000원), 다미스페셜세트 (80,000원), 참치＋연어세트 (40,000원), 참치모듬초밥（주도로4＋적신4＋복육2＋메카2） (28,000원), 황새치 불초밥6p (14,000원), 혼마구로 초밥＋참치모듬 초밥 (31,000원), 황새치 불초밥＋연어초밥 (24,000원), 참이슬 후레쉬 (5,000원), 처음처럼 (5,000원), 참이슬 오리지널 (5,000원), 카스 (5,000원), 스텔라 아르투아 500ml (10,000원), 청하 (6,000원), 매화수 (6,000원), 일품진로 (35,000원), 화요 41% (45,000원), 화요 25% (30,000원), 월계관 준마이 750 (38,000원), 간바레 오또상 (40,000원), 진로이즈백 (5,000원), 새로 (5,000원), 테라 (5,000원), 백세주 (13,000원), 복분자 (16,000원), 매취순 (15,000원), 산사춘 (13,000원), 월계관 준마이다이긴죠 (80,000원)"
오늘손칼국수앤찜 공릉점,4.2,16,"서울 노원구 동일로192길 5 2층
(지번) 공릉동 386-6",02-973-9252,"해물찜 (42,000원), 아구찜 (38,000원), 바지락칼국수 (9,000원), 들깨칼국수 (9,000원), 해물파전 (16,000원), 아구찜（소） (53,000원), 해물찜（중） (73,000원), 낙지볶음 (20,000원), 바지락수제비 (9,000원), 팥칼국수 (11,000원), 낙지전복찜 (58,000원), 아구찜（중） (68,000원), 아구찜（대） (83,000원), 해물찜（소） (58,000원), 해물찜（대） (88,000원), 낙지전복찜（중） (78,000원), 낙지전복찜（대） (98,000원), 낙지덮밥 (12,000원), 오징어숙회 (12,000원), 낙지칼국수 (15,000원), 참이슬후레쉬 (4,000원), 참이슬오리지널 (4,000원), 진로이즈백 (4,000원), 처음처럼 (4,000원), 카스 (4,000원), 테라 (4,000원), 장수막걸리 (4,000원), 청하 (4,000원), 백세주 (6,000원), 보해복분자 (12,000원)"
하노이별 공릉점,4.5,81,"서울 노원구 공릉로29길 18 B101
(지번) 공릉동 338-61",0502-5551-1795,"양지 쌀국수 (9,500원), 커플셋트 (36,000원), 월남쌈 (28,000원), 닭가슴살 쌀국수 (11,000원), 매운돈코츠라멘 (9,000원), 돈코츠라멘 (9,000원), 차슈덮밥 (9,000원), 규동 (9,000원), 가리비롤 (4,000원), 고구마롤 (4,000원), 버팔로윙 (4,000원), 돌돌 감자말이새우 (4,000원), 분짜 (13,000원)"
편편집 노원역점,4.5,362,"서울 노원구 상계로5길 31 보광빌딩 2층
(지번) 상계동 594-2",02-6953-5506,"A SET (성인) (평일 점심) (16,900원), A SET (성인) (평일 저녁, 주말, 공휴일) (18,900원), A SET (초등학생) (9,900원), A SET (4~7세) (6,900원), B SET (성인) (평일 점심) (17,900원), B SET (성인) (평일 저녁, 주말, 공휴일) (19,900원), B SET (초등학생) (9,900원), B SET (4~7세) (6,900원)"
팔각도 서울 상계역점,4.7,259,"서울 노원구 한글비석로20길 25 1층(중계동)
(지번) 중계동 142-45",02-936-3338,"숯불닭갈비 (12,900원), 얼큰사골 만두칼국수 (8,900원), 사골 만두칼국수 (7,900원), 통다리 닭개장 (9,900원), 통다리 닭곰탕 (8,900원), 닭 오돌오돌 만두 (13,000원), 오독 오독 닭 연골 (12,000원), 매콤 꼬들 닭 안창살 (14,000원), 매콤 튤립 닭발 (15,000원), 트러플 오일 관자 9개 (7,000원), 게라면 된장전골 (13,000원), 매콤 닭철판볶음밥 (11,000원), 짬뽕 칼국수 (8,000원), 비빔 칼국수 (7,000원), 냉 메밀국수 (7,000원), 해물 순두부찌개 (7,000원), 고소한 콘치즈 (4,000원), 날치알 주먹밥 (4,000원), 파인애플 샤베트 (2,000원), 쫄깃 쫄깃 닭 목살 (13,000원)"
골목장어,4.8,11,"서울 노원구 동일로237가길 21 1층 101-2호
(지번) 상계동 1049-5",0503-7151-7284,"민물장어 소금구이(1kg) (42,000원), 장어탕 (8,000원), 점심메뉴 장어덮밥 1인분 (19,000원), 라면 (3,000원), 점심메뉴 장어정식 1인분 (19,000원)"
이디야커피 노원중앙점,2.8,8,"서울 노원구 노원로 452 1층
(지번) 상계동 372-5",02-930-3219,"생강차 (가격정보 없음), 퓨어 페퍼민트 (가격정보 없음), 스프링 캐모마일 (가격정보 없음), 토피넛 라떼 (가격정보 없음), 흑당 콜드브루 (가격정보 없음), 연유 카페 라떼 (가격정보 없음), 에스프레소 (가격정보 없음), 에스프레소 콘파냐 (가격정보 없음), 카라멜 마끼아또 (가격정보 없음), 아포가토 오리지널 (가격정보 없음), 콜드브루 아메리카노 (가격정보 없음), 달달커피 (가격정보 없음), 민트모카 (0원), 화이트 초콜릿 모카 (0원), 바닐라 라떼 (0원), 카페모카 (0원), 카푸치노 (0원), 카페 라떼 (0원), 카페 아메리카노 (0원), 디카페인 콜드브루 아메리카노 (가격정보 없음)"
일심해장국 상계점,3.1,9,"서울 노원구 노원로34길 58 1층
(지번) 상계동 430-22",,"해장국 (5,900원), 돌솥비빔밥 (7,500원), 반계탕 (8,500원)"
테츠로주방,4.7,13,"서울 노원구 공릉로 120 102호
(지번) 공릉동 644-24",,"연어사시미 (28,000원), 연어사라다 (20,000원), 나가사끼짬뽕 (21,000원), 돼지고기숙주볶음 (17,000원), 새우장 (17,000원)"
오마카세오사이초밥 노원점,4.8,"1,684","서울 노원구 동일로218길 17 일신상가 2층
(지번) 상계동 726-1",02-930-5425,"런치 (19,000원), 디너 (29,000원)"
수수타이,4.7,80,"서울 노원구 동일로 1382 올림피아빌딩 110호
(지번) 상계동 728-7",02-930-6949,"꾸웨이띠어우 느아(태국식 소고기 쌀국수) (13,000원), 카오까프라오 느아(태국식 소고기 덮밥) (12,000원), 팟타이꿍쏫 (13,000원), 꾸웨이띠어우 무 똠얌(똠얌 쌀국수) (15,000원), 꾸웨이띠어우 똠얌 씨푸드(똠얌 쌀국수) (20,000원), 똠양꿍 (20,000원), 뿌님팟퐁가리 (26,000원), 깽키어우완 까이 (14,000원), 카오 파냉 까이 (10,000원), 카오팟 꿍(태국식 새우 볶은밥) (10,000원), 카오팟 싸빨롯(태국식 파인애플 볶은밥) (20,000원), 카오무댕 (11,000원), 카오무끄럽 (11,000원), 얌루안밋운쎈 (16,000원), 쏨땀 타이 (11,000원), 까놈찝 무(태국식 수제만두) (7,000원), 까놈찝 쿵(태국식 수제 새우만두) (8,000원), 뻐삐야 (7,000원), 텃만꿍 (8,000원), 무쌈찬텃남빠(태국식 삼겹살 튀김) (16,000원)"
하남돼지집 노원하계점,2.8,17,"서울 노원구 한글비석로1길 51
(지번) 하계동 213-5",02-978-9232,"한돈 패밀리세트 (71,000원), Set 01. 모둠한판 (46,000원), 한돈 1인 세트 (22,500원), 한돈 2인 세트 (45,000원), 한돈 생삼겹살 (16,000원), 한돈 항정살 (17,000원), Set 02. 특별한판 (64,000원), 복돼지 세트 (48,000원), 한돈숙성 오겹살 (17,000원), 한돈 특목살 (16,000원), 한돈 생갈비 (16,000원), 한돈 갈매기살 (16,000원), 한돈 가브리살 (16,000원), 우삼겹 된장찌개 (7,000원), 김치찌개 (7,000원), 어무이찌개 (7,000원), 물냉면 (7,000원), 비빔냉면 (7,000원), 김치말이국수 (6,000원), 계란찜 (4,000원), 공기밥 (1,000원), 콜라 (2,000원), 사이다 (2,000원), 웰치스 (2,000원), 환타 (2,000원), 환타（파인） (2,000원)"
요거트아이스크림의정석 공릉점,5.0,13,"서울 노원구 공릉로58길 88 1층
(지번) 하계동 164-3",070-4256-9394,"요거트 아이스크림 (4,500원), 뿌리는꿀+그래놀라+요거트아이스크림(벌집꿀x) (8,000원), 자몽+뿌리는꿀+후르트링+요거트아이스크림(벌집꿀x) (10,000원), 초코듬뿍 세트 (10,900원), W시즌）초코쉘＋딸기＋큐브치즈 (11,500원), 샤인머스켓+뿌리는꿀+요거트아이스크림(벌집꿀x) (10,000원), 파인애플+키위+뿌리는꿀+요거트아이스크림(벌집꿀x) (10,000원), 블루베리+뿌리는꿀+그래놀라+요거트아이스크림(벌집꿀x) (11,000원), 내맘대로 요거트 아이스크림 (4,500원), （（초코쉘））요거트 아이스크림 (6,500원), 파인애플+골드키위+후르트링+연유+요거트 아이스크림 (11,800원), 내마음대로 （（초코 쉘））소스 요거트 아이스크림 (6,500원), 내맘대로 ((초코쉘))소스+딸기팝팝+요거트아이스크림 (8,000원)"
배배커피 공릉점,4.0,27,"서울 노원구 노원로1바길 1 1층
(지번) 공릉동 271",010-2684-9184,"배배라떼 (5,300원)"
던킨 노원KT점,2.6,4,"서울 노원구 노해로 502 튼튼병원노원점 1층 103호
(지번) 상계동 723",02-935-0022,"페이머스 글레이즈드 (가격정보 없음), 스트로베리 필드 (가격정보 없음), 바바리안필드 (가격정보 없음), 보스톤 크림 (가격정보 없음), 올리브 츄이스티 (가격정보 없음), 카푸치노 츄이스티 (가격정보 없음), 카카오 후로스티드 (가격정보 없음), 카카오하니딥 (가격정보 없음), 허니후리터 (가격정보 없음), 해피 먼치킨컵(10개) (가격정보 없음), 트러플치즈베이글 (가격정보 없음), 바질 베이글 (가격정보 없음), 깜빠뉴 베이글 (가격정보 없음), 소시지 인 치즈 베이글 (가격정보 없음), 플레인 베이글 (가격정보 없음), 허쉬 초코 머핀 (가격정보 없음), 블루베리베이글 (가격정보 없음), 콜드브루 아메리카노(S) (가격정보 없음), 던카치노 하와이안코나 (가격정보 없음), 레몬에이드(R) (가격정보 없음), 두바이스타일 초콜릿도넛 (가격정보 없음)"
오대양횟집 공릉점,4.0,5,"서울 노원구 동일로180길 37 공릉상가 1층
(지번) 공릉동 566-20",02-979-6936,"광어 (27,000원), 우럭 (37,000원), 놀래미 (42,000원), 농어 (62,000원), 도미 (62,000원), 회덮밥 (12,000원), 생우럭탕 (37,000원), 문어 (32,000원), 광어세꼬시 (37,000원), 오징어통찜 (27,000원), 멍게 (17,000원)"
코코스 공릉점,5.0,3,"서울 노원구 동일로192길 83 2층
(지번) 공릉동 441-145",,메뉴 없음
홍어횟집,4.7,4,"서울 노원구 공릉로 176
(지번) 공릉동 223-12",02-978-9043,"홍어삼합 (중) (50,000원), 홍어사시미 (중) (30,000원), 홍어애탕 (중) (30,000원), 홍어무침 (60,000원), 홍어찜 (50,000원), 수구레 (중) (40,000원)"
본노엘 중계점,5.0,6,"서울 노원구 한글비석로 245 B동 1층 103호
(지번) 중계동 360-9",,메뉴 없음
노원골 제주흑돼지,4.7,19,"서울 노원구 동일로242길 37 1층
(지번) 상계동 1120-20",,"생오겹살(1인) (17,000원), 생목살(1인) (17,000원), 소금구이전지살(1인) (14,000원), 항정살(1인) (18,000원), 갈매기살(1인) (18,000원)"
